time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/entropy_loss,train/policy_loss,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss,eval/mean_reward,eval/mean_ep_length
310,172,53676,42,-3.187361001968384,-0.005572863854467869,41,-6.045626640319824,0.00021266999999999998,0.002878775354474783,,
311,176,54954,43,-3.1791396141052246,0.005091970320791006,42,-5.703860759735107,0.00021054,0.00244293175637722,,
311,180,56232,44,-3.190675973892212,0.005662965122610331,43,-5.762040615081787,0.00020840999999999996,0.0026134697254747152,,
311,184,57510,45,-3.1977925300598145,0.008821866475045681,44,-8.22843074798584,0.00020627999999999998,0.0026368575636297464,,
310,189,58788,46,-3.192023515701294,0.005210777744650841,45,-6.419648170471191,0.00020415,0.0026543247513473034,,
307,195,60066,47,-3.1964151859283447,0.005240319296717644,46,-8.264976501464844,0.00020202,0.002357989549636841,,
307,199,61344,48,-3.2124955654144287,-0.006224741227924824,47,-10.698582649230957,0.00019988999999999999,0.00291601219214499,,
306,204,62622,49,-3.205573558807373,0.008769582957029343,48,-0.596419095993042,0.00019776,0.005265432875603437,,
305,209,63900,50,-3.2084975242614746,0.017643077298998833,49,-2.8292598724365234,0.00019563,0.0032074227929115295,,
305,213,65178,51,-3.2283754348754883,0.004917854908853769,50,-3.328150749206543,0.0001935,0.003203642787411809,,
305,217,66456,52,-3.227626085281372,-0.00019809113291557878,51,-8.310318946838379,0.00019137,0.0024050890933722258,,
305,221,67734,53,-3.2299742698669434,-0.0011421182425692677,52,-9.941986083984375,0.00018924000000000002,0.00275732995942235,,
305,226,69012,54,-3.231196165084839,0.004518894013017416,53,-5.008936882019043,0.00018711,0.002682835329324007,,
305,230,70290,55,-3.2366979122161865,0.0013700792333111167,54,-8.764636993408203,0.00018498,0.0023986848536878824,,
305,234,71568,56,-3.2345235347747803,0.0032923822291195393,55,-7.890381813049316,0.00018285,0.0022550392895936966,,
304,239,72846,57,-3.2308759689331055,-0.004690430127084255,56,-7.633543014526367,0.00018072,0.0023638459388166666,,
304,243,74124,58,-3.2332417964935303,-0.009403825737535954,57,-10.284296035766602,0.00017859,0.0021449115592986345,,
304,247,75402,59,-3.228192090988159,-0.0013969134306535125,58,-7.986126899719238,0.00017645999999999997,0.0023424539249390364,,
303,252,76680,60,-3.2228384017944336,0.00264652818441391,59,-5.8148908615112305,0.00017433,0.002477389993146062,,
303,256,77958,61,-3.2218434810638428,-0.0221575740724802,60,-8.845405578613281,0.0001722,0.0026941727846860886,,
304,260,79236,62,-3.2099478244781494,0.016060663387179375,61,-4.084636211395264,0.00017007,0.0024680274073034525,,
304,264,80514,63,-3.2134530544281006,0.004208650439977646,62,-3.6334142684936523,0.00016794,0.0023116550873965025,,
304,268,81792,64,-3.208362340927124,-0.0004876723396591842,63,-11.730528831481934,0.00016580999999999999,0.0021776764187961817,,
304,272,83070,65,-3.226088762283325,-0.011750398203730583,64,-5.145364761352539,0.00016368,0.0022662999108433723,,
305,276,84348,66,-3.2160441875457764,-0.004861242137849331,65,-0.17731618881225586,0.00016155,0.009029380045831203,,
305,280,85626,67,-3.2234303951263428,0.002010166412219405,66,-1.9885835647583008,0.00015942000000000002,0.0036666030064225197,,
305,284,86904,68,-3.2249321937561035,0.007195969577878714,67,-9.044228553771973,0.00015728999999999998,0.002219240181148052,,
305,288,88182,69,-3.2227516174316406,0.016045598313212395,68,-4.094842910766602,0.00015516,0.0025135630276054144,,
306,292,89460,70,-3.230280637741089,-0.0022140108048915863,69,-7.902875900268555,0.00015303,0.002259182510897517,,
306,296,90738,71,-3.233419895172119,-0.0041226609610021114,70,-5.950538158416748,0.00015089999999999998,0.0019926123786717653,,
306,300,92016,72,-3.2357943058013916,-0.0005446002469398081,71,-10.299623489379883,0.00014877,0.0021833903156220913,,
306,304,93294,73,-3.2367947101593018,0.006144756451249123,72,-8.024580001831055,0.00014664,0.002375019947066903,,
306,308,94572,74,-3.2317161560058594,0.0002251805562991649,73,-9.635584831237793,0.00014451,0.0018943216418847442,,
306,312,95850,75,-3.243847131729126,0.006999505218118429,74,-9.899563789367676,0.00014238,0.0024569095112383366,,
307,316,97128,76,-3.2448599338531494,-0.0009882692247629166,75,-7.30357551574707,0.00014025000000000002,0.001964240800589323,,
307,320,98406,77,-3.2417304515838623,-0.003813816700130701,76,-7.04971981048584,0.00013811999999999999,0.002077802550047636,,
307,324,99684,78,-3.243945360183716,-0.007835520431399345,77,-5.090447425842285,0.00013599,0.0019160847878083587,,
307,328,100962,79,-3.245866298675537,-0.0008113051881082356,78,-12.49427604675293,0.00013386,0.0021721140947192907,,
307,332,102240,80,-3.2425425052642822,0.004735791590064764,79,-9.148392677307129,0.00013173,0.0022060575429350138,,
307,336,103518,81,-3.241297960281372,0.003541056765243411,80,-6.968776702880859,0.0001296,0.0022902549244463444,,
307,340,104796,82,-3.241711139678955,-0.01557214930653572,81,-5.696329116821289,0.00012747,0.002243641996756196,,
307,344,106074,83,-3.243980884552002,0.010250676423311234,82,-10.15662956237793,0.00012534000000000002,0.0021682411897927523,,
307,348,107352,84,-3.245882749557495,0.00915519893169403,83,-18.261444091796875,0.00012321,0.0020799951162189245,,
308,352,108630,85,-3.2465403079986572,0.003135388484224677,84,-8.309078216552734,0.00012108000000000001,0.002006007358431816,,
308,356,109908,86,-3.245255470275879,-0.006550393532961607,85,-10.615337371826172,0.00011895,0.0019583930261433125,,
308,360,111186,87,-3.24141263961792,0.0014478715602308512,86,-7.293259620666504,0.00011682,0.0021942397579550743,,
308,364,112464,88,-3.241018295288086,0.02251981943845749,87,-12.27228832244873,0.00011469,0.001924218493513763,,
308,368,113742,89,-3.2519025802612305,-0.0024230878334492445,88,-5.214774131774902,0.00011255999999999999,0.001983563881367445,,
308,372,115020,90,-3.2496156692504883,0.004182134754955769,89,-12.156015396118164,0.00011043000000000001,0.001797873410396278,,
308,377,116298,91,-3.242295980453491,0.0030116229318082333,90,-4.5579915046691895,0.0001083,0.0021936516277492046,,
308,380,117576,92,-3.244965076446533,0.003755061887204647,91,-8.09688663482666,0.00010617000000000001,0.002137267030775547,,
308,385,118854,93,-3.2472732067108154,0.00012924300972372293,92,-7.1009368896484375,0.00010404,0.0024392250925302505,,
308,389,120132,94,-3.2483880519866943,0.0031633719336241484,93,-8.62560749053955,0.00010190999999999999,0.0017121856799349189,,
267,4,121410,1,-3.2547812461853027,-0.006857153959572315,94,-7.075911521911621,9.977999999999998e-05,0.0020115827210247517,,
293,8,122688,2,-3.248398780822754,-0.00436798669397831,95,-3.3701958656311035,0.00019888061566138623,0.0017642956227064133,,
305,12,123966,3,-3.2538321018218994,0.012764913961291313,96,-9.550544738769531,0.00019781620108940085,0.0020835590548813343,,
312,16,125244,4,-3.2535226345062256,0.005170526448637247,97,-1.6811189651489258,0.00019675178651741543,0.0036464084405452013,,
315,20,126522,5,-3.2484915256500244,0.010677516460418701,98,-2.1420154571533203,0.00019568737194543002,0.0022982486989349127,,
319,24,127800,6,-3.254955768585205,0.0009336695075035095,99,-2.649402618408203,0.0001946229573734446,0.0025063063949346542,,
320,27,129078,7,-3.2517967224121094,-0.0020225357729941607,100,-0.8388810157775879,0.0001935585428014592,0.0033178001176565886,,
318,32,130356,8,-3.2537624835968018,0.012891192920506,101,-4.986424922943115,0.00019249412822947378,0.0023025015834718943,,
320,35,131634,9,-3.264029026031494,-0.0029838543850928545,102,-3.8468761444091797,0.00019142971365748837,0.002223390154540539,,
316,40,132912,10,-3.2682573795318604,-0.0015160287730395794,103,-9.577467918395996,0.00019036529908550296,0.002062441548332572,,
317,44,134190,11,-3.25421404838562,0.004715296905487776,104,-4.1115336418151855,0.00018930088451351754,0.0020691798999905586,,
319,47,135468,12,-3.258312940597534,0.01873382367193699,105,-8.01476764678955,0.00018823646994153216,0.002002093242481351,,
321,51,136746,13,-3.268375873565674,-0.0009363171411678195,106,-9.117806434631348,0.00018717205536954675,0.0018679486820474267,,
321,55,138024,14,-3.2698967456817627,0.002249635523185134,107,-8.158148765563965,0.00018610764079756136,0.001891048508696258,,
322,59,139302,15,-3.2645058631896973,-0.008014045655727386,108,-7.957283020019531,0.00018504322622557595,0.0021190496627241373,,
324,63,140580,16,-3.2592031955718994,-0.006581943482160568,109,-6.71877384185791,0.00018397881165359054,0.001956196501851082,,
325,66,141858,17,-3.2544641494750977,-0.013044974766671658,110,-6.590093612670898,0.00018291439708160512,0.0017317128367722034,,
325,70,143136,18,-3.253106117248535,0.0022731588687747717,111,-4.981379508972168,0.0001818499825096197,0.0019299290142953396,,
326,74,144414,19,-3.256472110748291,-0.005100665148347616,112,-6.393535614013672,0.0001807855679376343,0.0018149478128179908,,
327,78,145692,20,-3.2540383338928223,-0.011766275390982628,113,-5.305938243865967,0.00017972115336564888,0.0020205627661198378,,
328,81,146970,21,-3.2515246868133545,-0.0001615963119547814,114,-5.492729187011719,0.00017865673879366347,0.0016552135348320007,,
328,85,148248,22,-3.252415418624878,0.00946120172739029,115,-4.139290809631348,0.00017759232422167806,0.0018475857796147466,,
329,89,149526,23,-3.251814126968384,-0.005156312603503466,116,-7.47614860534668,0.00017652790964969267,0.0020345021039247513,,
329,93,150804,24,-3.257530450820923,-0.016674155369400978,117,-6.942000389099121,0.00017546349507770726,0.0019414050038903952,,
330,96,152082,25,-3.2414379119873047,-0.008610446006059647,118,-10.420096397399902,0.00017439908050572188,0.0022821163292974234,,
330,100,153360,26,-3.2302486896514893,-0.005874496418982744,119,-7.225500106811523,0.00017333466593373646,0.0018520135199651122,,
331,104,154638,27,-3.225623369216919,0.008680863305926323,120,-13.540152549743652,0.00017227025136175105,0.001822151243686676,,
331,107,155916,28,-3.2395763397216797,0.0020922988187521696,121,-7.919408798217773,0.00017120583678976564,0.0017485450953245163,,
331,111,157194,29,-3.238966703414917,0.007670884486287832,122,-10.086905479431152,0.00017014142221778022,0.001852952758781612,,
332,115,158472,30,-3.247713565826416,-0.014296678826212883,123,-5.309164047241211,0.0001690770076457948,0.002074251649901271,,
332,119,159750,31,-3.2341372966766357,0.002853972604498267,124,-6.450765132904053,0.0001680125930738094,0.0019267491297796369,,
333,122,161028,32,-3.238755702972412,-0.01040791068226099,125,-7.6663055419921875,0.000166948178501824,0.0015853175427764654,,
333,126,162306,33,-3.2299442291259766,0.0005228493246249855,126,-8.48090934753418,0.00016588376392983857,0.0018437450053170323,,
333,130,163584,34,-3.2247202396392822,0.003583672223612666,127,-7.660976409912109,0.0001648193493578532,0.0014886843273416162,,
334,133,164862,35,-3.213718891143799,0.0055041126906871796,128,-6.839879035949707,0.00016375493478586778,0.0020102858543395996,,
334,137,166140,36,-3.2285537719726562,0.0068353465758264065,129,-2.7445919513702393,0.0001626905202138824,0.001686706906184554,,
335,141,167418,37,-3.234293222427368,-0.006288782227784395,130,-8.048311233520508,0.00016162610564189698,0.0016563300741836429,,
335,144,168696,38,-3.233140230178833,-0.013405490666627884,131,-8.621953964233398,0.00016056169106991154,0.0017892679898068309,,
335,148,169974,39,-3.223860025405884,0.010860223323106766,132,-4.086632251739502,0.00015949727649792613,0.0019456782611086965,,
335,152,171252,40,-3.2300736904144287,-0.0007555130287073553,133,-5.508145809173584,0.00015843286192594074,0.0017749312100932002,,
335,156,172530,41,-3.215066909790039,0.015624948777258396,134,-11.203280448913574,0.00015736844735395533,0.001720721716992557,,
335,159,173808,42,-3.2341301441192627,-0.006360950879752636,135,-0.20656323432922363,0.00015630403278196991,0.009174337610602379,,
336,163,175086,43,-3.239794969558716,0.01917538046836853,136,-3.4760584831237793,0.0001552396182099845,0.002937860554084182,,
336,167,176364,44,-3.239246368408203,0.009620248340070248,137,-6.000062942504883,0.0001541752036379991,0.0018676231848075986,,
336,170,177642,45,-3.2422845363616943,-0.013391831889748573,138,-7.3632917404174805,0.0001531107890660137,0.0019525391981005669,,
336,174,178920,46,-3.233299493789673,0.005781895946711302,139,-5.526857852935791,0.0001520463744940283,0.0017627906054258347,,
336,178,180198,47,-3.2294929027557373,0.0018786996370181441,140,-7.207087516784668,0.00015098195992204288,0.0016070610145106912,,
336,182,181476,48,-3.2302815914154053,-0.009097933769226074,141,-7.567476272583008,0.00014991754535005747,0.0018073482206091285,,
337,185,182754,49,-3.2286577224731445,-0.021548673510551453,142,-3.679001808166504,0.00014885313077807205,0.001711332704871893,,
337,189,184032,50,-3.2168166637420654,0.0020657123532146215,143,-3.711559772491455,0.00014778871620608664,0.002087127650156617,,
336,193,185310,51,-3.210576295852661,0.009620902128517628,144,-7.2011919021606445,0.00014672430163410125,0.001942766597494483,,
336,197,186588,52,-3.227555751800537,-0.004593623802065849,145,-7.283629417419434,0.00014565988706211584,0.001687144860625267,,
336,201,187866,53,-3.2114861011505127,0.005318249110132456,146,-5.639917850494385,0.00014459547249013043,0.0018665713723748922,,
335,205,189144,54,-3.2175064086914062,-0.01397464144974947,147,-7.555850982666016,0.00014353105791814502,0.0020783368963748217,,
335,209,190422,55,-3.218817949295044,0.001169467344880104,148,-8.817084312438965,0.0001424666433461596,0.001999243162572384,,
334,214,191700,56,-3.221888542175293,-0.0209842287003994,149,-6.0457682609558105,0.00014140222877417422,0.0018306395504623652,,
333,218,192978,57,-3.2178795337677,0.00026214701938442886,150,-7.048432350158691,0.0001403378142021888,0.0017009915318340063,,
332,222,194256,58,-3.2203550338745117,0.004292931407690048,151,-6.268298625946045,0.0001392733996302034,0.001980433939024806,,
331,227,195534,59,-3.214130401611328,-0.008626957423985004,152,-9.86343765258789,0.00013820898505821798,0.0016954864840954542,,
330,232,196812,60,-3.220651865005493,-0.0013564748223870993,153,-3.4615731239318848,0.00013714457048623257,0.001817599288187921,,
329,236,198090,61,-3.2175700664520264,-0.014968940988183022,154,-16.311433792114258,0.00013608015591424716,0.0015267902053892612,,
328,241,199368,62,-3.2156312465667725,-0.0012744268169626594,155,-6.603468418121338,0.00013501574134226177,0.0018953116377815604,,
328,245,200646,63,-3.208012819290161,-0.022121507674455643,156,-6.452228546142578,0.00013395132677027636,0.001610088744200766,,
327,249,201924,64,-3.203399419784546,0.016800973564386368,157,-3.8955845832824707,0.00013288691219829094,0.0018475434044376016,,
326,254,203202,65,-3.2103540897369385,0.024053892120718956,158,-6.662073135375977,0.00013182249762630553,0.0018151190597563982,,
326,258,204480,66,-3.212550640106201,-0.005036594346165657,159,-7.877597808837891,0.00013075808305432012,0.0015950293745845556,,
325,262,205758,67,-3.218439817428589,-0.002721149241551757,160,-12.051918029785156,0.00012969366848233473,0.001566264545544982,,
325,267,207036,68,-3.209334373474121,0.00413453159853816,161,-7.95828914642334,0.00012862925391034932,0.0017886310815811157,,
324,271,208314,69,-3.2180416584014893,0.0037167835980653763,162,-9.973603248596191,0.00012756483933836388,0.0016492673894390464,,
323,276,209592,70,-3.2113585472106934,-0.004290686454623938,163,-3.2439146041870117,0.0001265004247663785,0.0016239709220826626,,
322,281,210870,71,-3.1949312686920166,-0.011124116368591785,164,-13.279559135437012,0.00012543601019439308,0.0017683005426079035,,
321,285,212148,72,-3.1842169761657715,-0.0015433942899107933,165,-5.838019371032715,0.00012437159562240767,0.0020061987452208996,,
320,290,213426,73,-3.1953983306884766,-0.014086548238992691,166,-6.388254165649414,0.00012330718105042226,0.0017670782981440425,,
320,295,214704,74,-3.1946909427642822,0.004225711338222027,167,-5.012228488922119,0.00012224276647843687,0.0019598137587308884,,
319,299,215982,75,-3.1947479248046875,0.003675150452181697,168,-5.987392902374268,0.00012117835190645146,0.0016778915887698531,,
319,304,217260,76,-3.203601360321045,-0.002690773457288742,169,-5.1640448570251465,0.00012011393733446605,0.0018926480552181602,,
317,309,218538,77,-3.1893022060394287,-0.0014515221118927002,170,-10.162373542785645,0.00011904952276248065,0.0019077698234468699,,
316,314,219816,78,-3.1970083713531494,-0.014649455435574055,171,-10.984163284301758,0.00011798510819049523,0.0016606742283329368,,
316,319,221094,79,-3.1960387229919434,-0.012300079688429832,172,-7.623584747314453,0.00011692069361850984,0.001685311202891171,,
315,323,222372,80,-3.1999175548553467,-0.0004976538475602865,173,-9.268173217773438,0.00011585627904652441,0.0017981366254389286,,
315,328,223650,81,-3.1949825286865234,-0.015042109414935112,174,-6.371825695037842,0.000114791864474539,0.0014587604673579335,,
314,333,224928,82,-3.180738925933838,-0.0023300964385271072,175,-8.526357650756836,0.0001137274499025536,0.001344186719506979,,
313,338,226206,83,-3.1776845455169678,0.015539729967713356,176,-7.354855537414551,0.00011266303533056818,0.001708045951090753,,
313,342,227484,84,-3.1950292587280273,-0.005319887772202492,177,-9.063755989074707,0.00011159862075858279,0.001764850807376206,,
313,346,228762,85,-3.195357322692871,-0.008998596109449863,178,-6.657217502593994,0.00011053420618659737,0.001667340169660747,,
312,351,230040,86,-3.1773293018341064,-0.010450595989823341,179,-9.337837219238281,0.00010946979161461197,0.001787220942787826,,
312,356,231318,87,-3.177532434463501,-0.007389289326965809,180,-9.768967628479004,0.00010840537704262656,0.0017958858516067266,,
311,361,232596,88,-3.192840099334717,-0.027161044999957085,181,-5.596190929412842,0.00010734096247064116,0.0017717082519084215,,
310,366,233874,89,-3.185046434402466,-0.016419580206274986,182,-9.81537914276123,0.00010627654789865575,0.0016632691258564591,,
310,370,235152,90,-3.175116777420044,0.008267159573733807,183,-6.94251012802124,0.00010521213332667032,0.0018242421792820096,,
309,375,236430,91,-3.166937828063965,0.0076368567533791065,184,-5.641770362854004,0.00010414771875468492,0.0020909346640110016,,
308,380,237708,92,-3.1719512939453125,-0.005737186875194311,185,-14.748088836669922,0.00010308330418269951,0.0017399583011865616,,
308,385,238986,93,-3.171468734741211,0.0037462774198502302,186,-8.021492004394531,0.00010201888961071411,0.0015065268380567431,,
308,389,240264,94,-3.1782665252685547,0.019261253997683525,187,-0.18952882289886475,0.0001009544750387287,0.007921344600617886,,
271,4,241542,1,-3.1772208213806152,0.0013139930088073015,188,-6.723517417907715,9.98900604667433e-05,0.0018974585691466928,,
271,9,242820,2,-3.1847338676452637,0.019465381279587746,189,-3.599918842315674,0.0001659083338884818,0.0022871524561196566,,
274,13,244098,3,-3.218607187271118,-0.006349160801619291,190,-4.73421049118042,0.000165198854173606,0.002025614958256483,,
275,18,245376,4,-3.2092525959014893,0.00984867475926876,191,-7.193271636962891,0.00016448937445873028,0.001718028448522091,,
274,23,246654,5,-3.209865093231201,0.013905872590839863,192,-6.536131858825684,0.0001637798947438545,0.0018152992706745863,,
274,27,247932,6,-3.2180259227752686,-0.014272976666688919,193,-7.969697952270508,0.00016307041502897874,0.0018802843987941742,,
275,32,249210,7,-3.2041213512420654,-0.004747298080474138,194,-4.468839645385742,0.00016236093531410298,0.0020357181783765554,,
276,37,250488,8,-3.196758508682251,0.007155046798288822,195,-7.379264831542969,0.00016165145559922722,0.0016589477891102433,,
275,41,251766,9,-3.1993813514709473,-0.016079841181635857,196,-4.087939262390137,0.0001609419758843515,0.0016004516510292888,,
274,46,253044,10,-3.2092602252960205,-0.0027777443174272776,197,-5.089262962341309,0.00016023249616947574,0.0018622460775077343,,
274,51,254322,11,-3.2036244869232178,-0.00031016653520055115,198,-5.191601276397705,0.00015952301645459995,0.0016706776805222034,,
273,56,255600,12,-3.2184698581695557,0.0013009266695007682,199,-0.19847142696380615,0.0001588135367397242,0.009392854757606983,,
273,60,256878,13,-3.225781202316284,-0.019911793991923332,200,0.06332486867904663,0.00015810405702484844,0.00396988820284605,,
273,65,258156,14,-3.228297472000122,-0.009320732206106186,201,-1.1267199516296387,0.00015739457730997269,0.0024141722824424505,,
272,70,259434,15,-3.227027177810669,-0.00246821204200387,202,-2.679433822631836,0.00015668509759509693,0.002273150021210313,,
271,75,260712,16,-3.2118146419525146,-0.001431821845471859,203,-4.821333885192871,0.00015597561788022115,0.0020647619385272264,,
270,80,261990,17,-3.2188243865966797,-0.002245143288746476,204,-3.505570888519287,0.00015526613816534542,0.001812363974750042,,
270,85,263268,18,-3.2126054763793945,0.000953878799919039,205,-7.000187873840332,0.00015455665845046966,0.001958342269062996,,
270,89,264546,19,-3.219451427459717,-0.012151777744293213,206,-5.736207485198975,0.0001538471787355939,0.0016949665732681751,,
270,94,265824,20,-3.213254690170288,-0.012807454913854599,207,-5.131738185882568,0.00015313769902071815,0.001854417030699551,,
270,99,267102,21,-3.19783878326416,-1.4560323506884743e-05,208,-4.585869312286377,0.0001524282193058424,0.001906326855532825,,
270,103,268380,22,-3.203737258911133,0.011669952422380447,209,-10.470826148986816,0.0001517187395909666,0.001698093954473734,,
270,108,269658,23,-3.2193949222564697,-0.0001463375228922814,210,-6.698698043823242,0.00015100925987609088,0.001462113345041871,,
270,113,270936,24,-3.2196555137634277,-0.009852193295955658,211,-5.474710941314697,0.0001502997801612151,0.0017047820147126913,,
270,118,272214,25,-3.2045602798461914,-0.010835262015461922,212,-6.504511833190918,0.00014959030044633934,0.00166669103782624,,
270,122,273492,26,-3.194934606552124,-0.007135012187063694,213,-7.617938041687012,0.0001488808207314636,0.001562561490572989,,
270,127,274770,27,-3.2014293670654297,0.006346183829009533,214,-6.398550510406494,0.00014817134101658785,0.0015434131491929293,,
270,132,276048,28,-3.1895103454589844,0.003331349929794669,215,-9.8414306640625,0.00014746186130171207,0.0016814322443678975,,
270,137,277326,29,-3.210284948348999,-0.018491078168153763,216,-10.146271705627441,0.00014675238158683631,0.00150069291703403,,
270,141,278604,30,-3.191474199295044,-0.0014112917706370354,217,-5.794355392456055,0.00014604290187196056,0.0016036253655329347,,
270,146,279882,31,-3.179860830307007,-0.000488854362629354,218,-9.40313720703125,0.0001453334221570848,0.0015659090131521225,,
269,151,281160,32,-3.1974146366119385,0.0013659645337611437,219,-5.295804023742676,0.00014462394244220905,0.001804583822377026,,
269,156,282438,33,-3.19755220413208,-7.886095772846602e-06,220,-10.259825706481934,0.0001439144627273333,0.0017014822224155068,,
269,161,283716,34,-3.1966326236724854,-0.015767574310302734,221,-5.285724639892578,0.00014320498301245753,0.0015176624292507768,,
269,166,284994,35,-3.191743850708008,-0.02742104046046734,222,-9.132235527038574,0.00014249550329758178,0.0018046004697680473,,
269,170,286272,36,-3.1822619438171387,-0.026440419256687164,223,-4.3417439460754395,0.00014178602358270602,0.0015691345324739814,,
268,175,287550,37,-3.180070400238037,0.01489143818616867,224,-6.197052478790283,0.00014107654386783026,0.0016947191907092929,,
268,180,288828,38,-3.1675069332122803,-0.006101691629737616,225,-11.607007026672363,0.0001403670641529545,0.0016944331582635641,,
268,185,290106,39,-3.1593263149261475,-0.01330387033522129,226,-8.375199317932129,0.00013965758443807875,0.0014455529162660241,,
268,190,291384,40,-3.1513631343841553,-0.03814561292529106,227,-6.845428943634033,0.000138948104723203,0.0016014238353818655,,
268,195,292662,41,-3.1343839168548584,-0.015628930181264877,228,-8.354181289672852,0.0001382386250083272,0.0015234348829835653,,
268,200,293940,42,-3.1219570636749268,0.005285207182168961,229,-13.15234375,0.00013752914529345145,0.0016889083199203014,,
