time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_loss,train/n_updates,train/value_loss,eval/mean_reward,eval/mean_ep_length
61,798750,273,284,-3.2601025104522705,-10.493362426757812,0.00011030456997687895,-0.0007690778584219515,624,0.0012036693515256047,,
62,800028,278,284,-3.2613890171051025,-5.438446521759033,0.00011000057089030342,-0.004735501948744059,625,0.001238774275407195,,
63,801306,283,283,-3.258857011795044,-12.038311004638672,0.00010969657180372792,0.010231352411210537,626,0.0010414638090878725,,
64,802584,288,283,-3.2614359855651855,-5.4520263671875,0.0001093925727171524,0.014388971030712128,627,0.0011518682586029172,,
65,803862,293,283,-3.255528450012207,-6.887429714202881,0.0001090885736305769,0.01894105225801468,628,0.001029432751238346,,
66,805140,298,282,-3.2675368785858154,-8.561140060424805,0.00010878457454400137,0.00011695420107571408,629,0.0011471151374280453,,
67,806418,302,282,-3.268272638320923,-5.734846115112305,0.00010848057545742587,0.0053922985680401325,630,0.001061514369212091,,
68,807696,308,281,-3.2576236724853516,-5.816941261291504,0.00010817657637085034,-0.009341549128293991,631,0.0011193216778337955,,
69,808974,313,281,-3.2593204975128174,-4.947073936462402,0.00010787257728427483,0.006958992686122656,632,0.0011129315244033933,,
70,810252,317,281,-3.255784034729004,-5.287618160247803,0.00010756857819769932,-0.0011719895992428064,633,0.0008805530378594995,,
71,811530,322,281,-3.2600860595703125,-7.290460586547852,0.0001072645791111238,-0.003532854374498129,634,0.0010400336468592286,,
72,812808,327,281,-3.2532734870910645,-6.758378028869629,0.0001069605800245483,-0.0035126495640724897,635,0.0011576160322874784,,
73,814086,331,281,-3.25372576713562,-7.838541030883789,0.00010665658093797277,-0.0023281830362975597,636,0.0010209016036242247,,
74,815364,336,280,-3.2632462978363037,-7.583256721496582,0.00010635258185139725,-0.0011103141587227583,637,0.0009436510154046118,,
75,816642,341,280,-3.258821964263916,-9.852400779724121,0.00010604858276482175,-0.008775686845183372,638,0.0009635449969209731,,
76,817920,346,280,-3.2562038898468018,-5.942415237426758,0.00010574458367824622,0.004451485816389322,639,0.0009151650592684746,,
77,819198,351,280,-3.253729820251465,-13.194488525390625,0.00010544058459167072,-0.0048934295773506165,640,0.0009784738067537546,,
78,820476,356,279,-3.252326011657715,-6.990220069885254,0.0001051365855050952,0.014077749103307724,641,0.0010060081258416176,,
79,821754,361,279,-3.2554147243499756,-9.620532989501953,0.00010483258641851969,-0.0067739831283688545,642,0.0011409616563469172,,
80,823032,366,279,-3.2570667266845703,-10.385708808898926,0.00010452858733194417,-0.010299082845449448,643,0.000980408163741231,,
81,824310,370,279,-3.2475943565368652,-8.573310852050781,0.00010422458824536865,-0.011757416650652885,644,0.0010534751927480102,,
82,825588,375,279,-3.248915195465088,-6.851258277893066,0.00010392058915879314,0.0029779502656310797,645,0.0010561024537310004,,
83,826866,380,278,-3.2588486671447754,-9.624838829040527,0.00010361659007221763,-0.005331275053322315,646,0.00110056612174958,,
84,828144,385,278,-3.2552099227905273,-11.063961029052734,0.00010331259098564213,0.005878203548491001,647,0.0010989154689013958,,
85,829422,390,278,-3.259493112564087,-5.410221576690674,0.0001030085918990666,-0.008070009760558605,648,0.0010181426769122481,,
86,830700,395,278,-3.2569432258605957,-5.088738918304443,0.00010270459281249107,-0.0021432628855109215,649,0.0010572494938969612,,
87,831978,400,277,-3.2606091499328613,-4.261462211608887,0.00010240059372591557,-0.0021097722928971052,650,0.0010233365464955568,,
88,833256,405,277,-3.246039867401123,-8.205801010131836,0.00010209659463934005,0.0012725208653137088,651,0.0010367623763158917,,
89,834534,410,277,-3.252922296524048,-8.307649612426758,0.00010179259555276455,0.013392285443842411,652,0.0009026954649016261,,
90,835812,415,277,-3.2647950649261475,-4.303193092346191,0.00010148859646618902,-0.003929078578948975,653,0.0008788148988969624,,
91,837090,420,276,-3.2652459144592285,-8.969803810119629,0.00010118459737961352,-0.010435590520501137,654,0.0009987654630094767,,
92,838368,424,276,-3.2548506259918213,-13.831643104553223,0.00010088059829303799,0.007093068212270737,655,0.0009391249623149633,,
93,839646,429,276,-3.2612533569335938,-5.007615089416504,0.00010057659920646248,0.002269465709105134,656,0.0010569884907454252,,
94,840924,434,276,-3.258148193359375,-3.9240550994873047,0.00010027260011988698,0.004925003740936518,657,0.0010284407762810588,,
1,842202,4,260,-3.258774995803833,-0.05355024337768555,9.996860103331145e-05,0.005733355414122343,658,0.008371425792574883,,
2,843480,9,257,-3.2635457515716553,-0.7264505624771118,0.00012470996665709256,-0.012958496809005737,659,0.0015189144760370255,,
3,844758,14,257,-3.262848138809204,-7.65378475189209,0.00012444397267629906,0.011462979950010777,660,0.0010568565921857953,,
4,846036,19,258,-3.258680582046509,-6.646173000335693,0.00012417797869550558,-0.0031706520821899176,661,0.0011754422448575497,,
5,847314,24,258,-3.258302927017212,-5.553990840911865,0.0001239119847147121,-0.008702837862074375,662,0.0010445715161040425,,
6,848592,29,261,-3.2627720832824707,-8.080177307128906,0.0001236459907339186,0.002124123740941286,663,0.0008984958985820413,,
7,849870,34,260,-3.264181613922119,-7.632968902587891,0.00012337999675312512,-0.011037256568670273,664,0.0009421124123036861,,
8,851148,39,261,-3.266935348510742,-0.8744066953659058,0.0001231140027723316,-0.012467645108699799,665,0.0016301310388371348,,
9,852426,44,260,-3.2608251571655273,-2.0154807567596436,0.00012284800879153814,-0.004361230414360762,666,0.001570009859278798,,
10,853704,48,261,-3.255232095718384,-6.229952335357666,0.00012258201481074466,0.0068933190777897835,667,0.0009901773883029819,,
11,854982,53,261,-3.261681318283081,-7.572925567626953,0.00012231602082995118,-0.005170929711312056,668,0.0010176637442782521,,
12,856260,58,261,-3.258136749267578,-8.398563385009766,0.00012205002684915769,-0.0033687357790768147,669,0.0009120558970607817,,
13,857538,63,261,-3.2557191848754883,-8.845919609069824,0.0001217840328683642,-0.008537065237760544,670,0.0010115108452737331,,
14,858816,68,260,-3.25679087638855,-0.2592945098876953,0.00012151803888757072,0.0009889468783512712,671,0.00881065521389246,,
15,860094,73,260,-3.256143569946289,-0.5666953325271606,0.00012125204490677724,0.004927162081003189,672,0.002377134980633855,,
16,861372,78,259,-3.257412910461426,-0.4990140199661255,0.00012098605092598374,0.008774024434387684,673,0.001368981902487576,,
17,862650,83,259,-3.257725238800049,-3.4851808547973633,0.00012072005694519026,0.0035376809537410736,674,0.0011134205851703882,,
18,863928,88,259,-3.2581233978271484,-1.798846960067749,0.00012045406296439675,0.0033687655813992023,675,0.0008420611848123372,,
19,865206,93,258,-3.266956090927124,-7.280511856079102,0.00012018806898360328,-0.00069338089087978,676,0.0012267858255654573,,
20,866484,98,259,-3.2656960487365723,-0.14555001258850098,0.0001199220750028098,-0.006386796943843365,677,0.005643438547849655,,
21,867762,103,260,-3.251744508743286,-3.3067946434020996,0.0001196560810220163,-0.005646411329507828,678,0.0011233296245336533,,
22,869040,107,261,-3.2591657638549805,-6.922117233276367,0.00011939008704122283,-0.005433077923953533,679,0.0010334192775189877,,
23,870318,112,261,-3.258815288543701,-3.5141654014587402,0.00011912409306042934,0.0010682570282369852,680,0.0010354539845138788,,
24,871596,116,262,-3.2597835063934326,-4.602232933044434,0.00011885809907963586,0.0024855497758835554,681,0.0011434040497988462,,
25,872874,121,262,-3.2606699466705322,-3.5744476318359375,0.00011859210509884238,0.0017233864637091756,682,0.000878342252690345,,
26,874152,126,263,-3.262434720993042,-0.5969991683959961,0.00011832611111804888,-0.013521241955459118,683,0.003104428993538022,,
27,875430,131,262,-3.2620086669921875,-3.8390583992004395,0.0001180601171372554,0.010935738682746887,684,0.001209585345350206,,
28,876708,136,262,-3.2674996852874756,-5.337348937988281,0.00011779412315646192,-0.003283403581008315,685,0.0009420113638043404,,
29,877986,140,262,-3.260218620300293,-7.3858642578125,0.00011752812917566842,0.00032323141931556165,686,0.0011038139928132296,,
30,879264,145,262,-3.2635931968688965,-4.249447345733643,0.00011726213519487494,-0.0005631454405374825,687,0.0010565705597400665,,
31,880542,150,263,-3.261404275894165,-6.5313801765441895,0.00011699614121408145,-0.00884030107408762,688,0.0009103533811867237,,
32,881820,155,263,-3.265791177749634,-5.979305744171143,0.00011673014723328797,0.003772517666220665,689,0.0010211426997557282,,
33,883098,159,263,-3.265986680984497,-9.946197509765625,0.00011646415325249449,-0.0026595722883939743,690,0.0010347431525588036,,
34,884376,164,263,-3.264460802078247,-3.2888975143432617,0.00011619815927170099,0.011558965779840946,691,0.0009962200419977307,,
35,885654,169,263,-3.265289783477783,-9.253752708435059,0.00011593216529090751,-0.017413074150681496,692,0.0009613639558665454,,
36,886932,174,263,-3.262970447540283,-7.138031959533691,0.00011566617131011402,0.0019495849264785647,693,0.0011457826476544142,,
37,888210,179,263,-3.258957862854004,-2.9718494415283203,0.00011540017732932054,-0.010059556923806667,694,0.000886217865627259,,
38,889488,183,264,-3.2648303508758545,-8.836030006408691,0.00011513418334852706,0.00597356678918004,695,0.0009185349917970598,,
39,890766,189,263,-3.265265941619873,-6.338728427886963,0.00011486818936773356,0.013535214588046074,696,0.000937861273996532,,
40,892044,193,263,-3.2671968936920166,-7.515312194824219,0.00011460219538694008,0.0007288773194886744,697,0.0009426791802980006,,
41,893322,198,264,-3.263291597366333,-7.332308769226074,0.00011433620140614657,-0.0038850363343954086,698,0.0008514391956850886,,
42,894600,203,264,-3.2685768604278564,-0.1068962812423706,0.0001140702074253531,0.006988489534705877,699,0.011980878189206123,,
43,895878,208,264,-3.262213945388794,0.128095805644989,0.00011380421344455962,-0.0009930809028446674,700,0.0030862970743328333,,
44,897156,212,264,-3.2663633823394775,-1.1117565631866455,0.00011353821946376613,-0.007619024720042944,701,0.0014817597111687064,,
45,898434,217,264,-3.2679333686828613,-2.0121095180511475,0.00011327222548297265,-0.00949842855334282,702,0.0017501568654552102,,
46,899712,222,264,-3.2673206329345703,-8.535821914672852,0.00011300623150217914,0.0037750459741801023,703,0.001018078182823956,,
47,900990,226,264,-3.2674436569213867,-1.74729323387146,0.00011274023752138567,0.0030888898763805628,704,0.0013218760723248124,,
48,902268,231,265,-3.269805431365967,-2.9296233654022217,0.00011247424354059219,0.002181851537898183,705,0.0010132513707503676,,
49,903546,235,265,-3.2672908306121826,-13.248457908630371,0.0001122082495597987,-0.0025281503330916166,706,0.0009130691760219634,,
50,904824,240,265,-3.274148464202881,-0.577885627746582,0.00011194225557900522,0.004934683907777071,707,0.002327915281057358,,
51,906102,244,266,-3.268734931945801,-7.7911577224731445,0.00011167626159821171,0.005591883324086666,708,0.001081380876712501,,
52,907380,249,266,-3.2652406692504883,-0.19549930095672607,0.00011141026761741824,-0.007745685987174511,709,0.0030584062915295362,,
53,908658,253,266,-3.2647950649261475,-2.5689332485198975,0.00011114427363662476,0.002816995605826378,710,0.0012413023505359888,,
54,909936,258,267,-3.261998414993286,-3.8819398880004883,0.00011087827965583127,0.0022052472922950983,711,0.0009618265903554857,,
55,911214,262,267,-3.2702789306640625,-4.597306251525879,0.00011061228567503779,-0.016250912100076675,712,0.0011451826430857182,,
56,912492,267,267,-3.2649013996124268,-3.4420166015625,0.00011034629169424428,0.006479958537966013,713,0.0008676706929691136,,
57,913770,271,267,-3.2694036960601807,-2.6266233921051025,0.0001100802977134508,-0.012713950127363205,714,0.0009554686257615685,,
58,915048,276,267,-3.271843910217285,-11.392495155334473,0.00010981430373265733,-0.0006243626703508198,715,0.0008642574539408088,,
59,916326,281,268,-3.2692809104919434,-5.930630207061768,0.00010954830975186384,-0.003517723875120282,716,0.0009381882264278829,,
60,917604,285,268,-3.2673776149749756,-6.928423881530762,0.00010928231577107036,-0.007074039429426193,717,0.001103447750210762,,
61,918882,290,268,-3.265143632888794,-14.40534496307373,0.00010901632179027685,-0.004267213400453329,718,0.0010955457109957933,,
62,920160,294,268,-3.2619357109069824,-0.2175922393798828,0.00010875032780948338,0.0006468209903687239,719,0.0058102086186409,,
63,921438,299,268,-3.2638144493103027,-0.9690226316452026,0.0001084843338286899,-0.002553268102928996,720,0.0016072419239208102,,
64,922716,303,269,-3.2644970417022705,-0.12243711948394775,0.00010821833984789639,0.01113798189908266,721,0.008446833118796349,,
65,923994,308,269,-3.263690233230591,-1.080521821975708,0.00010795234586710291,0.008505556732416153,722,0.004160141106694937,,
66,925272,312,269,-3.2656149864196777,-2.941253185272217,0.00010768635188630942,-0.013887211680412292,723,0.0014274673303589225,,
67,926550,317,269,-3.265596628189087,-3.2141242027282715,0.00010742035790551595,-0.011794548481702805,724,0.0010699378326535225,,
68,927828,321,270,-3.2709219455718994,-8.326153755187988,0.00010715436392472247,0.0008421929087489843,725,0.0009179883636534214,,
69,929106,326,270,-3.2649831771850586,-7.756099700927734,0.00010688836994392896,-0.005130451172590256,726,0.0010324976174160838,,
70,930384,330,270,-3.266976833343506,-6.546419620513916,0.00010662237596313548,0.007977532222867012,727,0.000936625525355339,,
71,931662,335,270,-3.2625691890716553,-8.565458297729492,0.000106356381982342,-0.009693282656371593,728,0.0009404455195181072,,
72,932940,339,270,-3.2636451721191406,-6.734058856964111,0.00010609038800154852,0.00899019930511713,729,0.000984617625363171,,
73,934218,344,270,-3.268784761428833,-0.06869637966156006,0.00010582439402075504,-0.004213395994156599,730,0.008231287822127342,,
74,935496,348,271,-3.2715327739715576,-1.5109245777130127,0.00010555840003996153,-0.005769565235823393,731,0.0018879494164139032,,
75,936774,353,270,-3.2658588886260986,-4.053061485290527,0.00010529240605916805,-0.008237226866185665,732,0.0013007899979129434,,
76,938052,358,271,-3.2621893882751465,-6.805703163146973,0.00010502641207837456,-0.0032529637683182955,733,0.0011029589222744107,,
77,939330,362,271,-3.2501885890960693,-5.295173645019531,0.00010476041809758109,-0.009665016084909439,734,0.0009508447255939245,,
78,940608,367,271,-3.2631590366363525,-5.869311809539795,0.00010449442411678761,-0.0003241358499508351,735,0.0009398114052601159,,
79,941886,372,271,-3.2537710666656494,-11.587669372558594,0.0001042284301359941,0.002175448928028345,736,0.0008956542587839067,,
80,943164,376,271,-3.2618799209594727,-5.648200035095215,0.00010396243615520062,0.008450676687061787,737,0.0008403615211136639,,
81,944442,381,271,-3.2616331577301025,-8.382177352905273,0.00010369644217440715,-0.006593113299459219,738,0.0010378028964623809,,
82,945720,385,271,-3.2562215328216553,-9.539031028747559,0.00010343044819361366,0.004980036523193121,739,0.0008897637599147856,,
83,946998,390,271,-3.255451202392578,-11.064823150634766,0.00010316445421282018,-0.0105203902348876,740,0.0010756880510598421,,
84,948276,394,271,-3.2491648197174072,-5.530500888824463,0.00010289846023202667,0.005112903192639351,741,0.0008085434092208743,,
85,949554,399,271,-3.2481584548950195,-4.885776519775391,0.0001026324662512332,-0.014350544661283493,742,0.000989398336969316,,
86,950832,404,271,-3.2546658515930176,-13.423104286193848,0.00010236647227043972,-0.0017512922640889883,743,0.0009244481916539371,,
87,952110,408,272,-3.2456796169281006,-3.2723312377929688,0.00010210047828964621,-0.005875021684914827,744,0.001017021364532411,,
88,953388,413,272,-3.2466981410980225,-8.329512596130371,0.00010183448430885273,-0.005791325122117996,745,0.0009368831524625421,,
89,954666,417,272,-3.251908779144287,-10.264734268188477,0.00010156849032805924,0.0007203583954833448,746,0.0009677669149823487,,
90,955944,422,272,-3.2472803592681885,-0.22557437419891357,0.00010130249634726576,-0.00978041160851717,747,0.008557137101888657,,
91,957222,426,272,-3.2468020915985107,-1.4529986381530762,0.00010103650236647229,-0.00029557113884948194,748,0.0022189009469002485,,
92,958500,431,272,-3.2475059032440186,-6.220061302185059,0.00010077050838567878,0.018331196159124374,749,0.0011715810978785157,,
93,959778,435,272,-3.2467501163482666,-3.189146041870117,0.0001005045144048853,0.011352192610502243,750,0.0010644540889188647,,
94,961056,440,272,-3.2474656105041504,-5.423292636871338,0.00010023852042409181,0.010087796486914158,751,0.0011546316090971231,,
1,962334,4,269,-3.2516462802886963,-0.8835638761520386,9.997252644329834e-05,0.011411947198212147,752,0.0016267894534394145,,
2,963612,9,270,-3.2558372020721436,-6.088009834289551,0.00012196407956664596,0.01829700544476509,753,0.001171292969956994,,
3,964890,14,269,-3.2599408626556396,-11.597978591918945,0.0001217276440813427,0.0029937552753835917,754,0.0010670145275071263,,
4,966168,18,270,-3.2522919178009033,-4.741501808166504,0.00012149120859603944,0.009986101649701595,755,0.0008577594999223948,,
5,967446,23,270,-3.257988691329956,-7.808284759521484,0.00012125477311073616,-0.0007233955548144877,756,0.0011195684783160686,,
6,968724,28,269,-3.2564258575439453,-5.344708442687988,0.0001210183376254329,-0.0008841725066304207,757,0.0011864503612741828,,
7,970002,33,269,-3.2561283111572266,-9.722953796386719,0.00012078190214012966,0.00458795391023159,758,0.0008892479236237705,,
8,971280,37,269,-3.267223834991455,-7.168379783630371,0.0001205454666548264,0.0046780724078416824,759,0.001095469924621284,,
9,972558,42,269,-3.254159927368164,-9.842514038085938,0.00012030903116952314,0.013783438131213188,760,0.001082672388292849,,
10,973836,47,269,-3.2680366039276123,-6.842325687408447,0.00012007259568421989,-0.00011163511226186529,761,0.0012019308051094413,,
11,975114,52,269,-3.267871618270874,-9.356565475463867,0.00011983616019891661,-0.010486206971108913,762,0.0010885029332712293,,
12,976392,57,268,-3.2631423473358154,-6.892723083496094,0.00011959972471361336,-0.0041037858463823795,763,0.0009927094215527177,,
13,977670,61,268,-3.2569329738616943,-4.909067153930664,0.0001193632892283101,-0.011568158864974976,764,0.0011107111349701881,,
14,978948,66,268,-3.25850248336792,-0.1382390260696411,0.00011912685374300684,0.006242151837795973,765,0.008094319142401218,,
15,980226,71,268,-3.2626376152038574,-0.5067298412322998,0.00011889041825770359,0.002792767249047756,766,0.002758907387033105,,
16,981504,76,268,-3.267040252685547,-0.20184457302093506,0.00011865398277240032,-0.0032478116918355227,767,0.009976298548281193,,
17,982782,81,268,-3.2634894847869873,0.020059704780578613,0.00011841754728709706,-0.0004904751549474895,768,0.011906617321074009,,
18,984060,85,267,-3.267345428466797,-0.5152806043624878,0.00011818111180179381,0.009117851965129375,769,0.0031108639668673277,,
19,985338,90,267,-3.266385555267334,-3.4365272521972656,0.00011794467631649056,-0.005635958630591631,770,0.0014793346635997295,,
20,986616,95,267,-3.2662477493286133,-5.769931316375732,0.0001177082408311873,0.0037121062632650137,771,0.0011545311426743865,,
21,987894,100,267,-3.2648768424987793,-6.293165683746338,0.00011747180534588402,-0.007537901401519775,772,0.0011744881048798561,,
22,989172,105,267,-3.2690987586975098,-6.383492946624756,0.00011723536986058076,-0.001348014920949936,773,0.0012047264026477933,,
23,990450,110,267,-3.262606620788574,-1.9984917640686035,0.00011699893437527752,-0.016020791605114937,774,0.001069032121449709,,
24,991728,114,267,-3.260805606842041,-7.710111618041992,0.00011676249888997426,-0.0068716369569301605,775,0.0011417653877288103,,
25,993006,119,266,-3.2657980918884277,-0.2723653316497803,0.000116526063404671,-0.003989927005022764,776,0.004596849903464317,,
26,994284,124,266,-3.2638115882873535,-1.8482356071472168,0.00011628962791936773,0.0024045605678111315,777,0.0014003177639096975,,
27,995562,129,266,-3.2592458724975586,-3.8806424140930176,0.00011605319243406447,-0.0005550026544369757,778,0.0010120072402060032,,
28,996840,134,266,-3.2581164836883545,-4.694494724273682,0.00011581675694876122,0.003911174833774567,779,0.0010360799496993423,,
29,998118,139,265,-3.264084815979004,-3.785172939300537,0.00011558032146345796,-0.0016654108185321093,780,0.0014470248715952039,,
30,999396,144,266,-3.258554458618164,-2.74725604057312,0.0001153438859781547,0.008652939461171627,781,0.0010454886360093951,,
31,1000674,148,266,-3.264639139175415,-0.08725452423095703,0.00011510745049285143,0.012241118587553501,782,0.00849369540810585,,
32,1001952,153,266,-3.266425848007202,-2.6758856773376465,0.00011487101500754817,-0.0012580441543832421,783,0.0016001018229871988,,
33,1003230,158,266,-3.2683188915252686,-0.2413696050643921,0.00011463457952224492,0.003114977851510048,784,0.003546203253790736,,
34,1004508,163,265,-3.264434814453125,-0.6113945245742798,0.00011439814403694166,0.006329764612019062,785,0.0017075762152671814,,
35,1005786,168,265,-3.2609381675720215,-2.9368038177490234,0.00011416170855163842,-0.006617801263928413,786,0.0010432222625240684,,
36,1007064,172,266,-3.2645678520202637,-4.657884120941162,0.00011392527306633513,0.00154378532897681,787,0.001152524841018021,,
37,1008342,177,266,-3.266434669494629,-7.773009300231934,0.00011368883758103188,-0.010994983837008476,788,0.001192033989354968,,
38,1009620,182,266,-3.2678868770599365,-8.211750030517578,0.00011345240209572862,0.008219379931688309,789,0.0009550009272061288,,
39,1010898,187,266,-3.267429828643799,-4.93398904800415,0.00011321596661042537,0.0050413282588124275,790,0.0009200331987813115,,
40,1012176,191,266,-3.265322685241699,-3.8712854385375977,0.00011297953112512212,-0.009124652482569218,791,0.0007845547515898943,,
41,1013454,196,266,-3.266270637512207,-8.052257537841797,0.00011274309563981885,0.009841143153607845,792,0.0007519610808230937,,
42,1014732,201,266,-3.268817901611328,-6.405206680297852,0.00011250666015451559,0.0024760370142757893,793,0.0008228986407630146,,
43,1016010,205,266,-3.2722668647766113,-6.476574897766113,0.00011227022466921233,-0.012092823162674904,794,0.0007549452129751444,,
44,1017288,210,266,-3.2693989276885986,-9.573843002319336,0.00011203378918390908,0.005121508613228798,795,0.0009343012934550643,,
45,1018566,215,266,-3.270007371902466,-4.864618301391602,0.00011179735369860582,0.00381160038523376,796,0.0009375100489705801,,
46,1019844,220,266,-3.2656242847442627,-5.2921977043151855,0.00011156091821330255,-0.004774052649736404,797,0.0010558224748820066,,
47,1021122,225,266,-3.2628538608551025,-0.38463282585144043,0.00011132448272799929,0.003913951106369495,798,0.0038775012362748384,,
48,1022400,230,266,-3.2668864727020264,-3.42136287689209,0.00011108804724269603,-0.0063943578861653805,799,0.0010585589334368706,,
49,1023678,235,266,-3.2663848400115967,-3.3152055740356445,0.00011085161175739278,0.000932287541218102,800,0.0010985302506014705,,
50,1024956,240,265,-3.2621688842773438,-1.5214619636535645,0.00011061517627208953,0.0014528026804327965,801,0.0009765875292941928,,
51,1026234,245,265,-3.2652597427368164,-2.6163642406463623,0.00011037874078678625,0.004442701581865549,802,0.0010655700461938977,,
52,1027512,249,266,-3.266038417816162,-0.13856148719787598,0.00011014230530148299,-0.0008785265381447971,803,0.0030782611574977636,,
53,1028790,254,265,-3.269221067428589,-2.9118809700012207,0.00010990586981617973,-0.008444261737167835,804,0.0011855651391670108,,
54,1030068,259,265,-3.266507625579834,-2.1600518226623535,0.00010966943433087648,0.0059320274740457535,805,0.0013486496172845364,,
55,1031346,264,265,-3.2677130699157715,-4.464944839477539,0.00010943299884557323,0.002235651481896639,806,0.0010946188122034073,,
56,1032624,269,265,-3.2643561363220215,-5.177703857421875,0.00010919656336026995,0.005138003267347813,807,0.0010290885111317039,,
57,1033902,273,266,-3.265382766723633,-5.548112869262695,0.0001089601278749667,-0.010307750664651394,808,0.0011375185567885637,,
58,1035180,278,266,-3.267038345336914,-6.0428290367126465,0.00010872369238966345,-0.0026418897323310375,809,0.0011760693741962314,,
59,1036458,283,266,-3.262650966644287,-7.805013656616211,0.00010848725690436019,-0.013079666532576084,810,0.0009288958390243351,,
60,1037736,288,266,-3.2576053142547607,-8.40605640411377,0.00010825082141905693,-0.0004131424648221582,811,0.000946349638979882,,
61,1039014,292,266,-3.2701804637908936,-7.639462471008301,0.00010801438593375366,0.0009607813553884625,812,0.0009598470642231405,,
62,1040292,297,266,-3.2726428508758545,-11.947067260742188,0.0001077779504484504,0.0002737119793891907,813,0.0008080242550931871,,
63,1041570,302,266,-3.2704203128814697,-10.019682884216309,0.00010754151496314715,0.0029084887355566025,814,0.0008113598451018333,,
64,1042848,307,266,-3.2704477310180664,-8.688047409057617,0.00010730507947784389,-0.007862264290452003,815,0.0008806555415503681,,
65,1044126,312,266,-3.269030809402466,-2.912153482437134,0.00010706864399254064,0.005202112719416618,816,0.0011149384081363678,,
66,1045404,316,266,-3.2702090740203857,-6.996273994445801,0.00010683220850723736,-0.010072484612464905,817,0.0007833729032427073,,
67,1046682,321,266,-3.2682483196258545,-6.622808933258057,0.00010659577302193411,-0.003431167919188738,818,0.0008020182722248137,,
68,1047960,326,266,-3.2684261798858643,-12.366074562072754,0.00010635933753663085,0.00025218192604370415,819,0.0007493339944630861,,
69,1049238,331,266,-3.2653181552886963,-11.235946655273438,0.0001061229020513276,0.0021233954466879368,820,0.0009959475137293339,,
70,1050516,336,266,-3.2688496112823486,-0.056006431579589844,0.00010588646656602435,-0.015115938149392605,821,0.008189885877072811,,
71,1051794,340,266,-3.271463394165039,-0.6824073791503906,0.00010565003108072107,-0.01377012301236391,822,0.0019119466887786984,,
72,1053072,345,266,-3.2616934776306152,-1.1730632781982422,0.00010541359559541781,-0.007366102654486895,823,0.001378740300424397,,
73,1054350,350,266,-3.266068935394287,-2.756307363510132,0.00010517716011011456,-0.018686342984437943,824,0.0011057821102440357,,
74,1055628,355,266,-3.269191265106201,-4.437154293060303,0.00010494072462481131,0.00259388517588377,825,0.0008496727677993476,,
75,1056906,360,266,-3.2689878940582275,-4.850799560546875,0.00010470428913950805,-0.003948730882257223,826,0.0008141002035699785,,
76,1058184,364,266,-3.2638819217681885,-10.704300880432129,0.00010446785365420477,-0.004951111506670713,827,0.001058029243722558,,
77,1059462,369,266,-3.268854856491089,-7.7094621658325195,0.00010423141816890152,-0.010411854833364487,828,0.001044012140482664,,
78,1060740,374,266,-3.265275001525879,-7.135455131530762,0.00010399498268359827,0.0008683331543579698,829,0.000953631300944835,,
79,1062018,379,266,-3.266615390777588,-8.39476490020752,0.00010375854719829501,-0.0011631125817075372,830,0.0010892540449276567,,
80,1063296,383,266,-3.2674176692962646,-7.275331497192383,0.00010352211171299175,-0.0016435763100162148,831,0.0009835344972088933,,
81,1064574,388,266,-3.269754409790039,-0.17133593559265137,0.00010328567622768848,0.006120923440903425,832,0.007903746329247952,,
82,1065852,393,266,-3.2618019580841064,-0.2559300661087036,0.00010304924074238522,-0.0018771354807540774,833,0.0016676033847033978,,
83,1067130,398,265,-3.2640531063079834,-8.524223327636719,0.00010281280525708197,-0.002172881970182061,834,0.0007934791501611471,,
84,1068408,404,265,-3.2684011459350586,-5.286533355712891,0.00010257636977177871,-0.0013304980238899589,835,0.001135201659053564,,
85,1069686,408,265,-3.2621045112609863,-4.704258441925049,0.00010233993428647545,-0.0010205061407759786,836,0.001007643062621355,,
86,1070964,413,265,-3.2646307945251465,-6.2160749435424805,0.00010210349880117218,-0.004567204508930445,837,0.0008885946008376777,,
87,1072242,418,265,-3.266690969467163,-12.028904914855957,0.00010186706331586892,0.0024268219713121653,838,0.0009329692111350596,,
88,1073520,423,265,-3.265160083770752,-6.17549991607666,0.00010163062783056567,-0.009798986837267876,839,0.0012693594908341765,,
89,1074798,427,265,-3.262821674346924,-10.056361198425293,0.00010139419234526242,0.006268866825848818,840,0.001169822528026998,,
90,1076076,432,265,-3.271514892578125,-0.09545743465423584,0.00010115775685995917,-0.0025112051516771317,841,0.004909959621727467,,
91,1077354,437,265,-3.2652292251586914,-1.5047497749328613,0.00010092132137465588,-0.004862837493419647,842,0.001757118385285139,,
92,1078632,441,266,-3.2557404041290283,-4.226569652557373,0.00010068488588935263,0.01028501894325018,843,0.0010282819857820868,,
93,1079910,446,266,-3.263652801513672,-3.4581351280212402,0.00010044845040404938,0.002198895439505577,844,0.0011123765725642443,,
94,1081188,451,266,-3.253939151763916,-4.874295234680176,0.00010021201491874612,0.005477558821439743,845,0.0008492876659147441,,
1,1082466,4,275,-3.2572715282440186,-0.008629679679870605,9.997557943344284e-05,0.005795420613139868,846,0.00800633430480957,,
2,1083744,9,274,-3.266564130783081,-0.6604372262954712,0.00011976743024405838,-0.009493292309343815,847,0.0015648999251425266,,
